日期,签约套数,签约面积,住宅签约套数,住宅签约面积,可售房源套数,可售房源面积,可售住宅套数,可售住宅面积,新发布房源套数,新发布房源面积,新发布住宅套数,新发布住宅面积
2026-04-29,892,78398.65,820,72389.53,13136,1260667.49,10959,1044268.81,625,54797.26,583,52692.77
